Department,JobRole,Age Band,Age,Business Unit,Attrition,BusinessTravel,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,Job Type,MaritalStatus,MonthlyIncome  ,NumCompaniesWorked,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Sick Days,Balance Days
Research & Development,Research Scientist,Over 55,58,Banglore,No,Travel_Rarely,Medical,2,Female,1,Very High,Part Time,Married,3346,4,Yes,Excellent,Good,1,0,0,12,17
Sales,Sales Executive,35 - 44,40,Hyderabad,No,Travel_Rarely,Marketing,3,Male,3,Low,Part Time,Married,10855,7,No,Low,Best,12,11,2,8,17
Sales,Sales Representative,25 - 34,34,Pune,No,Travel_Frequently,Marketing,3,Female,1,Medium,Part Time,Married,2231,6,No,Low,Bad,4,3,1,2,8
Research & Development,Research Scientist,Under 25,22,Mumbai,No,Travel_Rarely,Medical,3,Male,1,Very High,Part Time,Married,2323,1,No,Excellent,Bad,2,2,2,8,8
Research & Development,Research Scientist,25 - 34,27,Mumbai,No,Non-Travel,Medical,4,Male,1,Very High,Part Time,Divorced,2024,6,No,Excellent,Good,2,2,2,4,7
Research & Development,Research Scientist,25 - 34,28,Pune,No,Travel_Rarely,Medical,3,Male,1,Medium,Full Time,Married,2713,1,No,Outstanding,Bad,5,2,0,11,9
Research & Development,Healthcare Representative,Over 55,57,Banglore,No,Travel_Rarely,Life Sciences,3,Male,3,High,Part Time,Divorced,9439,3,Yes,Excellent,Bad,5,3,1,6,11
Research & Development,Research Scientist,25 - 34,27,Hyderabad,No,Non-Travel,Medical,3,Male,1,Medium,Full Time,Divorced,2566,1,Yes,Excellent,Bad,1,1,0,7,5
Research & Development,Manager,45 - 54,50,Pune,No,Travel_Rarely,Life Sciences,3,Female,5,Low,Part Time,Single,19926,3,No,Good,Bad,5,4,4,6,20
Research & Development,Research Scientist,35 - 44,41,Banglore,No,Travel_Rarely,Life Sciences,1,Male,1,Very High,Full Time,Divorced,2451,4,No,Low,Best,9,8,1,1,6
Sales,Sales Executive,25 - 34,30,Banglore,No,Travel_Rarely,Life Sciences,2,Female,3,Medium,Part Time,Married,9419,2,No,Low,Best,10,9,7,1,16
Sales,Sales Executive,35 - 44,38,Hyderabad,No,Travel_Rarely,Life Sciences,1,Female,2,Medium,Part Time,Single,8686,4,No,Outstanding,Best,8,3,0,12,17
Research & Development,Research Scientist,25 - 34,32,Pune,No,Travel_Rarely,Life Sciences,3,Male,1,Very High,Part Time,Single,3038,3,No,Low,Bad,5,4,1,6,9
Research & Development,Research Scientist,25 - 34,27,Hyderabad,No,Travel_Rarely,Technical Degree,3,Male,1,Low,Part Time,Married,3058,0,Yes,Outstanding,Best,5,2,1,12,7
Sales,Sales Representative,Under 25,19,Pune,Yes,Travel_Frequently,Technical Degree,3,Female,1,Medium,Full Time,Single,2325,0,No,Outstanding,Bad,0,0,0,4,18
Research & Development,Laboratory Technician,35 - 44,36,Pune,No,Travel_Frequently,Medical,4,Male,1,Low,Part Time,Single,2088,4,No,Good,Good,8,7,7,4,10
Research & Development,Laboratory Technician,25 - 34,30,Hyderabad,No,Non-Travel,Medical,3,Male,2,Low,Full Time,Divorced,3072,1,No,Good,Best,12,9,6,9,15
Sales,Sales Executive,45 - 54,45,Hyderabad,No,Travel_Rarely,Life Sciences,3,Female,2,High,Full Time,Divorced,5006,4,Yes,Low,Good,5,4,0,7,8
Research & Development,Research Scientist,Over 55,56,Hyderabad,No,Travel_Rarely,Life Sciences,3,Female,1,High,Full Time,Divorced,4257,4,Yes,Excellent,Better,2,2,2,9,16
Research & Development,Research Scientist,25 - 34,33,Pune,No,Travel_Rarely,Life Sciences,3,Male,1,Medium,Full Time,Single,2500,0,No,Excellent,Good,3,1,0,5,11
Research & Development,Laboratory Technician,Under 25,19,Pune,Yes,Travel_Rarely,Life Sciences,2,Male,1,High,Part Time,Single,1102,1,No,Outstanding,Good,1,0,1,5,17
Sales,Sales Executive,45 - 54,46,Pune,No,Travel_Rarely,Marketing,2,Female,3,Very High,Full Time,Divorced,10453,1,No,Low,Better,24,13,15,7,5
Research & Development,Laboratory Technician,35 - 44,38,Pune,No,Travel_Rarely,Life Sciences,3,Female,1,High,Part Time,Single,2288,1,No,Outstanding,Best,2,2,2,7,15
Research & Development,Research Scientist,25 - 34,31,Mumbai,No,Travel_Rarely,Medical,3,Female,1,Low,Part Time,Married,3929,8,Yes,Outstanding,Good,4,2,0,12,9
Research & Development,Research Scientist,25 - 34,34,Banglore,No,Travel_Rarely,Medical,4,Female,1,Very High,Full Time,Single,2311,2,No,Good,Good,3,2,1,11,11
Sales,Sales Representative,35 - 44,41,Hyderabad,Yes,Travel_Rarely,Marketing,2,Female,1,Very High,Full Time,Single,3140,1,Yes,Outstanding,Good,4,3,0,9,16
Research & Development,Laboratory Technician,45 - 54,50,Hyderabad,No,Travel_Rarely,Medical,3,Male,1,Low,Full Time,Married,3690,2,No,Excellent,Better,3,2,0,10,18
Research & Development,Manufacturing Director,45 - 54,53,Hyderabad,No,Travel_Rarely,Medical,4,Female,2,High,Full Time,Divorced,4450,1,No,Outstanding,Best,4,2,1,12,10
Research & Development,Research Scientist,25 - 34,33,Pune,No,Travel_Rarely,Medical,4,Female,1,Medium,Part Time,Married,2756,1,No,Good,Better,8,7,1,3,9
Research & Development,Manager,35 - 44,40,Hyderabad,No,Travel_Rarely,Medical,4,Female,5,Very High,Full Time,Married,19033,1,No,Low,Bad,20,8,9,10,12
Research & Development,Research Director,Over 55,55,Banglore,No,Travel_Rarely,Medical,3,Male,5,High,Part Time,Single,18722,8,No,Outstanding,Good,24,15,2,1,8
Research & Development,Manufacturing Director,25 - 34,34,Banglore,No,Travel_Frequently,Life Sciences,4,Male,2,Low,Part Time,Married,9547,1,No,Good,Good,10,9,1,7,9
Research & Development,Healthcare Representative,45 - 54,51,Pune,No,Travel_Rarely,Medical,4,Female,4,Low,Part Time,Single,13734,3,No,Good,Better,7,7,1,7,18
Research & Development,Manager,45 - 54,52,Pune,No,Travel_Rarely,Life Sciences,3,Male,5,Very High,Full Time,Married,19999,0,No,Good,Bad,33,18,11,12,14
Research & Development,Research Scientist,25 - 34,27,Pune,No,Travel_Rarely,Medical,4,Female,1,Very High,Part Time,Single,2279,1,No,Low,Bad,7,7,0,10,19
Research & Development,Manufacturing Director,35 - 44,35,Pune,Yes,Travel_Rarely,Life Sciences,2,Male,2,Low,Full Time,Married,5916,3,Yes,Excellent,Good,1,0,0,7,6
Research & Development,Research Scientist,35 - 44,43,Mumbai,No,Non-Travel,Medical,4,Male,1,Medium,Full Time,Divorced,2089,4,No,Excellent,Good,5,4,2,4,5
Research & Development,Manager,45 - 54,45,Pune,No,Non-Travel,Medical,1,Male,4,Very High,Part Time,Married,16792,9,No,Low,Good,20,8,11,4,16
Research & Development,Research Scientist,35 - 44,37,Hyderabad,No,Travel_Rarely,Life Sciences,2,Male,1,High,Full Time,Married,3564,1,Yes,Outstanding,Better,8,7,1,3,18
Research & Development,Laboratory Technician,35 - 44,35,Pune,No,Travel_Frequently,Medical,2,Female,2,Low,Full Time,Single,4425,5,No,Excellent,Bad,6,2,1,6,12
Research & Development,Manufacturing Director,35 - 44,42,Banglore,No,Non-Travel,Medical,3,Female,2,High,Part Time,Divorced,5265,2,No,Low,Better,5,3,0,5,20
Research & Development,Manufacturing Director,35 - 44,38,Mumbai,No,Travel_Rarely,Life Sciences,4,Male,2,High,Full Time,Married,6553,9,No,Excellent,Bad,1,0,0,1,9
Research & Development,Manufacturing Director,35 - 44,38,Hyderabad,No,Travel_Rarely,Technical Degree,4,Male,2,Low,Full Time,Married,6261,3,No,Good,Better,7,7,1,5,6
Research & Development,Manufacturing Director,25 - 34,27,Banglore,No,Travel_Frequently,Technical Degree,3,Male,2,Medium,Full Time,Married,4298,5,No,Good,Bad,2,2,2,2,17
Research & Development,Manufacturing Director,45 - 54,49,Pune,No,Non-Travel,Life Sciences,4,Male,2,Low,Full Time,Divorced,6804,1,Yes,Outstanding,Bad,7,7,1,11,15
Research & Development,Research Scientist,25 - 34,34,Hyderabad,No,Travel_Frequently,Medical,4,Male,1,High,Full Time,Divorced,3815,1,Yes,Excellent,Best,5,3,2,9,18
Research & Development,Laboratory Technician,35 - 44,40,Hyderabad,No,Travel_Rarely,Medical,3,Male,2,High,Part Time,Married,2741,8,Yes,Outstanding,Better,7,2,3,6,11
Research & Development,Healthcare Representative,35 - 44,38,Banglore,Yes,Travel_Rarely,Medical,2,Male,2,Medium,Part Time,Married,6673,7,Yes,Excellent,Better,1,0,0,1,15
Sales,Sales Executive,25 - 34,29,Pune,Yes,Travel_Rarely,Marketing,2,Female,3,Low,Part Time,Married,7639,1,No,Outstanding,Better,10,4,1,5,15
Research & Development,Research Scientist,Under 25,22,Hyderabad,No,Travel_Rarely,Life Sciences,4,Male,1,Very High,Part Time,Divorced,2328,1,Yes,Good,Good,4,2,2,3,17
Research & Development,Laboratory Technician,35 - 44,36,Mumbai,No,Travel_Frequently,Medical,2,Female,1,Very High,Part Time,Single,2153,1,No,Low,Best,8,1,1,6,15
Research & Development,Healthcare Representative,35 - 44,40,Mumbai,No,Non-Travel,Life Sciences,4,Male,2,High,Part Time,Married,4876,9,No,Outstanding,Better,3,2,0,1,19
Research & Development,Healthcare Representative,45 - 54,46,Mumbai,No,Travel_Rarely,Medical,4,Male,3,High,Part Time,Divorced,9396,7,No,Outstanding,Good,4,2,0,7,16
Sales,Sales Executive,25 - 34,32,Pune,Yes,Travel_Rarely,Medical,4,Male,3,Medium,Part Time,Married,10400,1,No,Excellent,Good,14,8,9,7,5
Research & Development,Manufacturing Director,25 - 34,30,Pune,No,Non-Travel,Life Sciences,3,Male,3,Very High,Full Time,Single,8474,1,No,Outstanding,Good,11,8,5,7,17
Sales,Sales Executive,25 - 34,27,Mumbai,No,Travel_Frequently,Life Sciences,4,Female,2,High,Part Time,Single,9981,1,No,Excellent,Better,7,7,0,9,16
Research & Development,Research Director,45 - 54,51,Mumbai,No,Travel_Rarely,Life Sciences,2,Male,3,Very High,Part Time,Married,12490,5,No,Outstanding,Best,10,9,4,6,8
Research & Development,Research Scientist,25 - 34,30,Hyderabad,Yes,Travel_Rarely,Technical Degree,4,Female,1,Low,Full Time,Single,2657,5,Yes,Good,Bad,5,2,0,7,6
Sales,Manager,35 - 44,41,Mumbai,No,Travel_Rarely,Life Sciences,4,Female,3,Very High,Full Time,Single,13591,3,Yes,Good,Better,1,0,0,9,20
Sales,Sales Executive,25 - 34,30,Banglore,Yes,Travel_Frequently,Marketing,3,Female,2,Low,Full Time,Single,6696,5,No,Excellent,Better,6,3,0,4,19
Research & Development,Research Scientist,25 - 34,29,Pune,Yes,Travel_Rarely,Technical Degree,3,Male,1,Low,Full Time,Single,2058,0,No,Good,Good,6,2,1,10,15
Sales,Sales Executive,45 - 54,45,Banglore,No,Non-Travel,Medical,4,Female,3,Low,Part Time,Single,8865,6,No,Good,Best,19,7,12,12,19
Sales,Sales Executive,45 - 54,54,Banglore,No,Travel_Rarely,Marketing,4,Female,2,High,Part Time,Married,5940,2,No,Excellent,Better,6,2,0,3,6
Research & Development,Laboratory Technician,35 - 44,36,Hyderabad,No,Travel_Rarely,Life Sciences,4,Male,2,Medium,Full Time,Single,5914,8,No,Excellent,Better,13,11,3,9,5
Research & Development,Research Scientist,25 - 34,33,Banglore,No,Travel_Rarely,Medical,3,Female,1,High,Full Time,Married,2622,6,No,Low,Bad,3,2,1,7,6
Research & Development,Research Director,35 - 44,37,Pune,No,Travel_Frequently,Other,2,Male,3,Low,Full Time,Divorced,12185,1,Yes,Low,Best,10,8,0,2,6
Sales,Sales Executive,35 - 44,38,Mumbai,No,Travel_Rarely,Life Sciences,1,Male,3,Medium,Full Time,Divorced,10609,0,No,Excellent,Better,16,10,5,7,20
Research & Development,Manufacturing Director,25 - 34,31,Mumbai,No,Non-Travel,Medical,3,Male,2,High,Full Time,Married,4345,0,No,Excellent,Bad,5,4,1,7,11
Research & Development,Research Scientist,Over 55,59,Mumbai,No,Travel_Rarely,Life Sciences,3,Male,1,Low,Part Time,Married,2177,3,No,Low,Better,1,0,0,2,19
Sales,Sales Representative,35 - 44,37,Hyderabad,No,Travel_Frequently,Marketing,1,Male,1,Very High,Full Time,Divorced,2793,4,No,Low,Good,9,8,5,11,19
Sales,Sales Executive,25 - 34,29,Hyderabad,No,Travel_Frequently,Medical,2,Female,3,Low,Full Time,Married,7918,1,No,Good,Bad,11,10,4,4,8
Sales,Sales Executive,35 - 44,35,Mumbai,No,Travel_Frequently,Marketing,3,Female,3,High,Part Time,Single,8789,1,No,Outstanding,Good,10,7,0,12,20
Research & Development,Research Scientist,25 - 34,29,Mumbai,Yes,Travel_Rarely,Medical,3,Male,1,High,Part Time,Single,2389,1,Yes,Good,Best,4,3,0,12,11
Research & Development,Laboratory Technician,45 - 54,52,Hyderabad,No,Travel_Rarely,Life Sciences,3,Female,1,Medium,Full Time,Single,3212,7,No,Low,Bad,2,2,2,9,11
Research & Development,Manager,35 - 44,42,Pune,No,Travel_Rarely,Technical Degree,3,Male,5,High,Part Time,Married,19232,1,No,Excellent,Bad,22,17,11,1,6
Human Resources,Human Resources,Over 55,59,Banglore,No,Travel_Rarely,Medical,2,Male,1,Low,Full Time,Married,2267,8,No,Outstanding,Better,2,2,2,8,18
Sales,Manager,45 - 54,50,Hyderabad,No,Travel_Rarely,Medical,4,Female,5,High,Full Time,Divorced,19517,3,No,Outstanding,Good,7,0,0,9,12
Research & Development,Laboratory Technician,25 - 34,33,Hyderabad,Yes,Travel_Rarely,Medical,3,Male,1,Medium,Full Time,Married,2436,5,Yes,Excellent,Good,5,4,0,8,7
Sales,Manager,35 - 44,43,Hyderabad,No,Travel_Rarely,Marketing,4,Female,4,Very High,Part Time,Married,16064,5,Yes,Outstanding,Better,17,13,1,10,17
Research & Development,Laboratory Technician,25 - 34,33,Mumbai,Yes,Travel_Rarely,Life Sciences,1,Female,1,High,Full Time,Married,2707,7,No,Excellent,Best,9,7,1,11,18
Sales,Manager,45 - 54,52,Banglore,No,Non-Travel,Life Sciences,1,Male,5,Very High,Part Time,Single,19068,1,Yes,Good,Good,33,7,15,3,17
Sales,Sales Representative,25 - 34,32,Mumbai,No,Travel_Rarely,Life Sciences,3,Female,1,High,Part Time,Married,3931,2,No,Excellent,Good,4,3,1,8,9
Research & Development,Laboratory Technician,25 - 34,32,Mumbai,Yes,Travel_Rarely,Life Sciences,4,Male,1,Low,Full Time,Single,3730,0,Yes,Outstanding,Good,3,2,1,9,15
Research & Development,Laboratory Technician,35 - 44,39,Mumbai,No,Travel_Rarely,Medical,3,Female,1,Medium,Full Time,Divorced,2232,7,No,Low,Bad,3,2,1,10,16
Sales,Sales Executive,25 - 34,32,Mumbai,No,Non-Travel,Marketing,3,Male,2,Medium,Full Time,Married,4465,0,No,Outstanding,Good,3,2,2,7,17
Research & Development,Research Scientist,35 - 44,41,Hyderabad,No,Travel_Rarely,Life Sciences,3,Male,2,Very High,Full Time,Divorced,3072,2,No,Good,Good,1,0,0,3,15
Research & Development,Research Scientist,35 - 44,40,Hyderabad,No,Travel_Rarely,Technical Degree,1,Male,2,Low,Full Time,Divorced,3319,1,No,Low,Better,9,8,4,4,12
Research & Development,Manager,45 - 54,45,Mumbai,No,Travel_Rarely,Other,3,Male,5,High,Full Time,Married,19202,0,No,Excellent,Better,24,0,1,2,9
Research & Development,Research Director,25 - 34,31,Mumbai,No,Travel_Frequently,Medical,2,Male,3,Very High,Part Time,Divorced,13675,9,No,Excellent,Better,2,2,2,6,11
Research & Development,Research Scientist,25 - 34,33,Pune,No,Travel_Rarely,Life Sciences,3,Female,1,Low,Full Time,Married,2911,1,No,Outstanding,Good,2,2,0,12,20
Research & Development,Manufacturing Director,25 - 34,34,Pune,No,Travel_Rarely,Life Sciences,4,Male,2,Low,Full Time,Married,5957,6,No,Low,Good,11,9,5,7,6
Research & Development,Research Scientist,35 - 44,37,Hyderabad,No,Travel_Rarely,Medical,3,Female,1,Medium,Full Time,Married,3920,2,No,Low,Bad,3,1,0,4,5
Research & Development,Manufacturing Director,45 - 54,45,Mumbai,No,Travel_Frequently,Life Sciences,1,Male,2,Low,Full Time,Married,6434,4,No,Outstanding,Best,3,2,0,10,8
Research & Development,Manufacturing Director,35 - 44,37,Banglore,Yes,Travel_Frequently,Medical,1,Male,3,Very High,Part Time,Divorced,10048,6,No,Good,Good,1,0,0,2,15
Research & Development,Healthcare Representative,35 - 44,39,Hyderabad,No,Travel_Frequently,Technical Degree,3,Female,3,Low,Part Time,Single,10938,0,No,Outstanding,Better,19,6,11,10,5
Research & Development,Research Scientist,25 - 34,29,Mumbai,No,Travel_Rarely,Life Sciences,3,Male,1,Very High,Full Time,Single,2340,1,No,Outstanding,Better,6,5,1,4,16
Research & Development,Research Scientist,35 - 44,42,Mumbai,No,Travel_Rarely,Life Sciences,4,Female,2,High,Full Time,Single,6545,3,Yes,Good,Best,3,2,0,8,11
Sales,Sales Executive,25 - 34,29,Pune,No,Travel_Rarely,Marketing,4,Male,2,Very High,Part Time,Divorced,6931,2,No,Good,Best,3,2,0,12,8
Research & Development,Manufacturing Director,25 - 34,25,Banglore,No,Travel_Rarely,Life Sciences,1,Female,2,Very High,Part Time,Married,4898,0,No,Excellent,Best,4,2,1,10,18
Research & Development,Laboratory Technician,35 - 44,42,Hyderabad,No,Travel_Rarely,Medical,4,Female,1,High,Full Time,Divorced,2593,0,Yes,Good,Better,9,6,7,7,6
Research & Development,Research Director,35 - 44,40,Pune,No,Travel_Rarely,Medical,1,Male,5,High,Part Time,Divorced,19436,0,No,Good,Bad,21,7,3,3,7
Research & Development,Research Scientist,45 - 54,51,Hyderabad,No,Travel_Rarely,Life Sciences,3,Male,1,High,Full Time,Married,2723,1,No,Excellent,Better,1,0,0,9,9
Research & Development,Laboratory Technician,25 - 34,31,Mumbai,Yes,Travel_Frequently,Medical,3,Male,1,Medium,Full Time,Single,3479,0,No,Low,Better,5,4,1,7,9
Research & Development,Laboratory Technician,25 - 34,32,Banglore,No,Travel_Frequently,Life Sciences,2,Male,1,High,Full Time,Married,2794,1,No,Excellent,Best,5,1,0,2,12
Sales,Sales Executive,35 - 44,38,Hyderabad,No,Non-Travel,Life Sciences,4,Male,2,High,Full Time,Married,5249,3,No,Excellent,Best,8,7,7,7,10
Research & Development,Laboratory Technician,25 - 34,32,Hyderabad,No,Travel_Rarely,Technical Degree,4,Male,2,Low,Full Time,Single,2176,4,No,Good,Better,6,2,0,7,20
Sales,Manager,45 - 54,46,Mumbai,No,Travel_Rarely,Technical Degree,3,Female,4,High,Part Time,Married,16872,3,Yes,Excellent,Bad,7,7,7,7,18
Research & Development,Laboratory Technician,25 - 34,28,Hyderabad,Yes,Travel_Rarely,Life Sciences,1,Male,1,Low,Full Time,Single,3485,2,No,Excellent,Better,0,0,0,3,8
Sales,Sales Executive,25 - 34,29,Pune,No,Travel_Rarely,Medical,1,Male,2,Low,Part Time,Married,6644,2,No,Good,Better,0,0,0,1,6
Research & Development,Healthcare Representative,25 - 34,31,Hyderabad,No,Travel_Rarely,Medical,2,Male,2,Low,Full Time,Married,5582,0,No,Outstanding,Bad,9,0,7,11,12
Research & Development,Healthcare Representative,25 - 34,25,Mumbai,No,Non-Travel,Life Sciences,2,Male,2,Very High,Part Time,Divorced,4000,1,No,Excellent,Better,6,3,1,6,7
Research & Development,Healthcare Representative,45 - 54,45,Banglore,No,Travel_Rarely,Medical,3,Male,4,Very High,Part Time,Married,13496,0,Yes,Low,Good,20,7,4,4,11
Research & Development,Laboratory Technician,35 - 44,36,Hyderabad,No,Travel_Rarely,Life Sciences,4,Male,1,Medium,Full Time,Married,3210,0,No,Low,Good,15,13,10,8,17
Research & Development,Manager,Over 55,55,Mumbai,No,Travel_Rarely,Medical,4,Male,5,Very High,Part Time,Single,19045,0,Yes,Outstanding,Better,36,10,4,9,16
Research & Development,Manager,45 - 54,47,Hyderabad,Yes,Non-Travel,Life Sciences,1,Male,3,Very High,Full Time,Married,11849,1,Yes,Outstanding,Best,10,7,9,3,17
Research & Development,Research Scientist,25 - 34,28,Mumbai,No,Travel_Rarely,Medical,4,Male,1,Medium,Part Time,Married,2070,1,No,Outstanding,Bad,5,2,0,4,7
Sales,Sales Executive,35 - 44,37,Mumbai,No,Travel_Rarely,Medical,3,Male,2,Medium,Part Time,Married,6502,4,No,Outstanding,Good,5,4,0,5,5
Research & Development,Research Scientist,Under 25,21,Pune,No,Travel_Rarely,Medical,4,Male,1,Low,Part Time,Single,3230,1,No,Low,Best,3,2,1,4,5
Research & Development,Research Director,35 - 44,37,Pune,No,Non-Travel,Medical,1,Female,3,Low,Part Time,Divorced,13603,2,Yes,Low,Best,5,2,0,3,11
Research & Development,Manager,35 - 44,35,Mumbai,No,Travel_Rarely,Life Sciences,2,Female,3,Low,Full Time,Divorced,11996,7,No,Outstanding,Good,7,7,6,8,10
Sales,Sales Executive,35 - 44,38,Pune,No,Travel_Rarely,Medical,1,Female,2,Medium,Full Time,Divorced,5605,1,Yes,Low,Better,8,0,7,11,11
Research & Development,Manufacturing Director,25 - 34,26,Pune,No,Travel_Frequently,Life Sciences,3,Female,2,Medium,Full Time,Divorced,6397,1,No,Excellent,Good,6,5,1,10,13
Research & Development,Research Director,45 - 54,50,Banglore,No,Travel_Rarely,Life Sciences,1,Male,5,Low,Part Time,Divorced,19144,3,No,Excellent,Bad,10,4,1,12,8
Research & Development,Research Director,45 - 54,53,Mumbai,No,Travel_Rarely,Medical,3,Male,4,Medium,Full Time,Married,17584,3,Yes,Excellent,Better,5,3,1,6,13
Sales,Sales Executive,35 - 44,42,Hyderabad,No,Travel_Rarely,Life Sciences,2,Male,2,Low,Part Time,Married,4907,1,No,Low,Better,20,16,11,3,8
Sales,Sales Executive,25 - 34,29,Mumbai,No,Travel_Frequently,Life Sciences,2,Male,2,Low,Part Time,Single,4554,1,No,Low,Best,10,7,0,4,11
Research & Development,Laboratory Technician,Over 55,55,Mumbai,No,Travel_Rarely,Technical Degree,2,Male,2,Very High,Full Time,Married,5415,3,Yes,Excellent,Good,10,7,0,5,9
Research & Development,Healthcare Representative,25 - 34,26,Hyderabad,No,Travel_Frequently,Medical,1,Male,2,High,Full Time,Married,4741,1,Yes,Excellent,Better,5,3,3,5,8
Research & Development,Research Scientist,35 - 44,37,Banglore,No,Travel_Rarely,Life Sciences,4,Female,1,Very High,Part Time,Single,2115,1,No,Excellent,Bad,17,12,5,5,7
Research & Development,Laboratory Technician,35 - 44,44,Pune,Yes,Travel_Frequently,Life Sciences,4,Male,1,High,Full Time,Divorced,3161,3,Yes,Excellent,Best,1,0,0,9,18
Research & Development,Healthcare Representative,35 - 44,38,Hyderabad,No,Travel_Rarely,Life Sciences,4,Male,2,Medium,Full Time,Divorced,5745,9,No,Good,Better,2,2,1,10,7
